step,mae,rmse,r2
1,61.69436370273161,87.84331085107834,0.924002965689461
2,76.71988418845574,115.98641545755245,0.8674807522714499
3,78.1073041775866,119.33407426355821,0.8594795474407473
4,81.77078661638969,127.32207880283966,0.8395685366824199
5,66.79304049744006,97.27961609001352,0.9064276371024951
6,64.50629724408974,88.86537319463748,0.9219996506822601
7,63.15453427068502,89.16702970344936,0.9217274155343516
