step,residual_std
1,86.71022324708763
2,112.37446456208686
3,117.49709863319988
4,126.10888396979455
5,96.37287876337322
6,86.3383716272177
7,86.64187224000634
8,94.96674502543006
9,117.96176858344647
10,120.14652677429949
11,132.58912542737914
12,107.43528699374144
13,95.14810545888517
14,95.96517676918066
